상품명,별점,리뷰 제목,리뷰 내용,카테고리1,카테고리2
"닥터바이오 랩업 트리트먼트 베이비바닐라향, 750ml, 1개",5,기분좋은 베이비 바닐리향 ♡,"마침 트리트먼트 똑 떨어져가서 이번엔 새로운거 써보고싶어
닥터바이오 트리트먼트를 주문해봤어요

닥터바이오꺼는 워낙 성분이 순하고 믿을 수 있는데
트리트먼트까지 있더라구요 ^^
내꺼다 싶어 냉큼 주문하니 새벽배송돼서 아침에 바로 써봤어요

이전에 쓰던거랑은 다르게 더 되직한 질감이더라구요
헤어에 촵촵 발라도 물이랑 섞여 흐르거나 떨어지지않고
머리카락에 잘붙어있네요~

그리고 펌핑 하자마자 은은하면서 포근한향에 하트뿅뿅♡
일반 베이비파우더향은 너무 흔하고 질려있던터였는데,
바닐라향이 섞이니 이렇게 따듯한 향이 나네요
포근포근 보송보송향 트리트먼트로 마무리하니 말리면서도 기분 좋아요~

근데 트리트먼트 750ml는 처음인데 진짜 크네요 ㅋ
향이랑 다르게 양은 짐승이에요오",생활용품,헤어
"[앱솔룹] 원샷 포어 클리어패드 필링패드 각질패드145ml 60매, 1개",5,얼굴이 개운해지는 기분,"매번 바르는 토너 쓰다가 얼굴이 무거운 느낌이라 토너패드로 바꿨어요~
왜 이걸 이제야 썼는지..

분명 깨끗하게 씻었다고 씻었는데
이걸로 닦아내니 패드가 금세 누래지네요 ㅋㅋ
보기만해도 아 개운하여라~~

집게 들어있어서 손가락 넣어 한장씩 갈라주며
빼지않아도 되니 위생적이기도 하네요

양면 재질이 달라 요철면으로 먼저 얼굴 전체 닦아준뒤에
특히 각질 잘 쌓이는 코, 이마 중심으로 한번 더 문질러주고
뒷면으로 마무리해주면 피부가 아주 매끈매끈 물광나요

요즘 각질 폭발해서 문제 부위에 팩처럼 올려놓으니
각질이 잠잠~ 해졌어요 ㅋ

각질 제거 성분 때문에 혹여나 따갑거나 자극적이진 않을까
걱정도 됐는데 걱정보다 훨씬 순하고 오히려 피부가 시원해져요
답답함없이 얼굴이 말끔해지는 기분 아시나요 ㅎ
사계절 다 사용 할 수 있는 타입이라
대체할만한 다른게 나오지 않는 이상 쭉 이것만 쓸듯하네요

60장들이라 딱 한달용이니 자주 쟁여야하는건 어쩔 수 없지만요~",뷰티,클렌징/필링
"풀무원건강생활 비오텐케어, 1개, 13.5g",5,여드름과 탈모 둘다 잡는 하루 한알,"요즘 얼굴에 거의 없던 트러블이 올라오기 시작하더니
점점 여기저기 번져가기도 하고 자꾸 손대게 되더라구요
성인 피부트러블 스트레스받아 알아보니 약국에서 판토테닌 추천해주셔서
믿을 수 있는 풀무원껄로 골랐어요

★판토테닌이나 비오틴은 부작용이 거의 없지만 섭취시에는
비오틴+판토테닌 꼭 같이 섭취하라고 하셨어요★

딱 원하던 성분들만 모아놓은데다 하루 1알이라는게 가장 큰 장점이네요
나이 먹을 수록 자꾸 늘어가는 약 갯수, 한알이라도 줄여야죠

머리카락 빠지는것도 최근 탈색때문에 더 신경쓰였는데
마침 비오틴이 건강한 모근에 좋다니 마음도 놓이구요^^

※ 잠을 자고 일어나도 몸이 무겁고 피곤하다면
※ 성인 여드름 때문에 스트레스 받는다면
※ 점점 더 빠지는 머리카락 고민된다면
풀무원 비오텐케어가 딱입니다!",식품,선물세트관
"티블레스 화이트티 퍼퓸 바디로션 릴리머스크향, 480g, 1개",5,향도 좋고 보습력도 굿굿 :-),"우선 케이스부터 완전 내스타일이라 클릭했는데
마침 머스크향이라 하루 고민하다 주문했어요~

고민한 시간이 아까울만큼 우선 너무 고급스럽고 예쁜 케이스 덕분에
집안 어디에 둬도 인테리어가 되네요 ㅎㅎ

바디로션이니 보습감이랑 발림성이 가장 중요한 부분인데
찐득하지 않고 묽은 제형으로 살짝 투명해 피부에 바르면
무겁지않게 발려 아주 마음에 들어요^^

흔한 머스크향과는 다르게 화이트티의 깊이감도 느껴지고
은은한 꽃내음까지 블랜딩돼 매력있네요
잠자기전에 손씨고 일부러 핸드크림으로 바르고 향기롭게 자고있어요 ㅎ",뷰티,바디
"닥터바이오 수딩 페이스 앤 바디로션, 1개, 500g",5,끈적임없이 시원하게 바르는 수딩로션,"날씨가 점점 더워지는데 피부는 건조해져 자꾸 긁게 되더라구요
요즘 너무 심하게 긁게 되는것 같아서 바디로션은 발라야겠고
그렇다고 끈적이거나 무거운 느낌은 너무 싫어서
최대한 가볍게 바를 수 있는 수딩로션으로 골랐어요

케이스부터 시원한 기분이랄까, 보송한 케이스 질감부터 마음에 들어요~
향은 아주아주 은은하게 나는정도인데 상큼한향이라 기분 좋아지네요
딱 로션처럼 펌핑되는데 바르는 순간 톡톡 비타민 바르는 느낌?
시원한 앰플처럼 가볍게 발리고 흡수도 잘돼 끈적임이 전혀 없어요
근데도 신기하게 건조함은 없어지고 가려움도 사라지네요
피부가 너무 편안해졌어요~~

순한 성분이라 트러블 걱정없이 아이도 어른도 사용할 수 있네요^^

여러모로 닥터바이오 수딩로션 주문한 나자신 칭찬해요 ㅎㅎ",뷰티,바디
"조성아22 씨앤티 대왕쿠션 시카 앰플 + 리필 세트 SPF50+ PA++++, 2호 샌드베이지, 1세트",5,"21호 여름에 쓰기 딱인 컬러, 커버력","대한민국 보통의 피부톤으로 평소에는 21호를 사용하고 있어요
여름되면 아무래도 피부가 전체적으로 타면서
21호와 23호 그중간정도가 자연스러운데
이건 2호 샌드베이지가 딱 알맞은 컬러네요^^

색 선택 잘해야지 안그럼 얼굴만 하얗게 동동뜨거나 시커먼스...
조성아 브랜드는 한국인 여성 피부톤에 맞춤이랄까
이질적이지않고 목이랑도 자연스럽게 어우러져 즐겨쓰고 있어요
샌드베이지 컬러 어둡기보다는 자연스러운 베이지랍니다

손가락 네개 다 들어가는 넉넉한 퍼프크기 덕분에
한번만 찍어도 얼굴 전체 팡팡 골고루 두드리기에도 좋아요
물방울 모양이라 코옆, 눈가같은 부위도 세심하게 발려요

뭣보다 좋은건 대왕용량, 대왕크기에 리필까지 세트 구성이라
마음껏 사용하기에도 아주 좋네요

시카앰플이 함유돼 있어서 울긋불긋하게 열오른 피부도 진정시켜주고
커버력도 좋아 톤도 균일하게 맞춰줘요
쿠션만 발라도 매끈매끈 속광이 차올라 피부도 아주아주 좋아보여요
전체적으로 모든게 만족스러운 쿠션이에요 최고!",뷰티,뷰티소품
"티블레스 퍼플티 퍼퓸 바디로션 플로럴우디향, 480g, 1개",5,보습감이 만족스러워요~ ^^,"날은 따셔지는데 갑자기 바디 각질 폭발하면서 너무 건조한탓인지
간지러워 자꾸 긁게 되더라구요
마침 바디로션도 다 써서 새로운향 써보고 싶어 찾아보다가
처음 보는 브랜드에 패키지가 예뻐 끌리듯 주문했네요 ㅎ

요즘 보라색에 완전 꽂혔는데 패키지부터 고급지면서
특히 네모난게 마음에 들어요~

향에 대해 저마다 취향이 다르겠지만,
평소 차를 즐겨마시거나 우디향, 풀향을 좋아하신다면 극호일듯!
고급스러우면서도 아늑한 퍼플티와 앰버향에
바디로션 바르고나면 차분해지는 기분도 들어요

샤워하고나서 물기는 반정도만 털어내고 바디로션 발라주면
하루종일 촉촉함이 지속되니 피부가 편안해집니다 ^^",뷰티,바디
"닥터바이오 에코 올인원 클렌저 500g + 티타이드 크림 70g, 1세트",5,샤워시간 아껴주는 올인원 ^^,"클렌저 하나로 머리부터 바디까지 다 사용이 가능하니
샤워시간이 훨씬 줄어드네요 ㅎㅎ

아이들한테는 올인원워시가 익숙한데
순한 성분 덕분에 트러블 걱정은 안해도 되고
그렇다고 세정력이 약한것도 아니에요~

용량도 넉넉해 가족 다같이 사용하기에도 좋아요
샤워실 받침대도 덕분에 공간이 훨씬 여유로워졌네요

세트로 구성되어 있는 크림은 휴대하기 좋은 사이즈라서
여행이나 캠핑갈때 가지고 다니려구요 ㅎ
잘쓸게요♡",출산/유아동,출산준비물/선물
"제이코나 퓨리 솔트 클렌징 오일 200ml + 클렌징 폼 120ml 세트 2종, 1세트",5,한번에 클렌징 완료!,"저는 클렌징오일, 신랑은 클렌징폼 각자 쓰는게 다른데
제이코나에서 두가지 세트로 묶여있어 딱이다 싶어 주문했어요!

아이리무버 따로 필요없을 정도로 오일하나로 메이크업까지
한번에 싹 다 씻겨 말끔하네요~
오일로 롤링 충분히 해준뒤에 물 묻은 손으로 유화시킨뒤
물로 씻어내면 아주 깨끗하게 글리터까지 다 씻겨요^^

폼 쓰는 신랑은 확실히 얼굴에 기름기가 덜 생긴다고 하네요
그렇다고 당기거나 건조한건 아니라 써본중 제일 좋데요

예쁜 패키지 색상 덕분에 화장실도 화사해보이니 기분 좋아요~",뷰티,클렌징/필링
다담 찌개양념/김치양념세트(순두부8/정통된장8+겉절이양념 증정),5,이구성에 이가격 이맛 최고!,"이구성에 가격까지 저렴하니 안살수가 있나요 ㅋㅋ
순두부찌개는 내일 먹을 예정이라 된장찌개는 벌써 두번이나 끓여 먹었어요
냉동실에 자고있던 차돌까지 넣어주면 여기가 차돌된장맛집이에요~
간편하고 맛있고 다하네요 ㅋ
겉절이도 뚝딱 만들었는데 아주 꿀맛이에용",식품,장/소스/드레싱/식초
"라보르 프렌치 콜라겐 레드핏 석류맛 30p, 1개, 60g",5,탱탱한 피부를 위해^^,"날씨도 건조하고 기분도 쳐지고 피부도 쳐지고..
바르는 화장품으로는 채워지지않아 먹는 콜라겐을 시작해봤어요

이전에 피쉬콜라겐 먹었을때 비릿한 냄새때문에 먹기 힘들어서
이번에는 열심히 찾아 석류맛을 겟!!

다행히도 비릿한내는 전혀없고 상큼한 석류맛이 나다보니
입에 털어넣고 물없이 오물오물 하기에도 좋아요~

하루에 한포만 먹어도 콜라겐 충전 완료되니 아주 편하네요

이거 먹으면서 부터는 잠자고 일어난 다음날 아침
피부 상태가 확실히 달라요
미스트만 뿌리고 잤는데도 촉촉하고 광도 나네요^^
역시 먹는게 남는건가봐요~",식품,건강식품
"인써티 24시간지속 오 드 퍼퓸 섬유 향수 100ml, 06.시크블라썸, 1개",5,지속력이 엄청 좋아요~^^,"인서티 섬유향수 벌써 몇개짼지 몰라요 ㅎㅎ
이번에 주문한건 시크블러썸인데 세련되고 고급스러운 벚꽃내음이에요
외출시 두번만 뿌려줘도 하루종일 나한테 꽃향이 나서
인간 벚꽃이 된 느낌이에요~
이거 쓰고 향수 쓴적이 한번도 없네요
머리아픈 알콜내가 나는것도 아닌데 이렇게 오래가다니 ^^

습한날씨에는 옷방에 한번 뿌려두면 집 전체가 향기로워요
지속력이 정말 최고에요!!
향종류도 다양하고 가격도 넘 착해 취향이나 기분에 맞춰 뿌리기 좋아요

뿌릴때도 미세하게 분사돼 물방울 맺히거나 옷에 얼룩이 생기지않아요
양도 넉넉해 하나 사두면 오래 쓰기때문에 향별로 구비해두면 좋아요~",뷰티,향수
"도리도리 패턴플레이 오리지널 아기물티슈 캡형 55평량, 10팩, 100매",5,도톰해서 좋네요^^,"물티슈 다떨어져가는데 전에 썼던건 너무 얇고 보풀생겨 다시 사기 싫더라구요
요건 캡이 붙어있어 물기도 더 잘 보존될것 같고 평이 좋아 구매해봤어요

배송도 10팩이 박스에 딱맞게 들어있어 포장부터 기분좋네요
패키지 디자인도 귀여워서 차에도 하나 두고 집에서도 사용중이에요

한장뽑아서 상도 닦고 tv다이도 닦고 보이는 여기저기 닦아도
충분한 수분감이라 참 좋네요^^
예상대로 도톰하고 특히 보풀이 안생겨서 너무 만족이에요~

자극적이지도 않고 순해서 얼굴도 손도 닦는데 촉촉하니 잘닦이고 좋아요
만족만족쓰~~",출산/유아동,출산준비물/선물
"[당일발송] 육민심서 제주 돼지 3mm 냉동 꽃오겹살 300g/500g/1kg, 500g, 1개",5,부드럽게 맛있는 제주오겹살♡,"바쁘다 바빠 현대사회라 직접 장보러 갈 시간도 아깝네요 ㅎ
고기는 온라인으로 주문하기 살짝 걱정도 되는데
신랑이 고기가 먹고싶다고 해서 쿠팡에서 주문했네요~

걱정과는 다르게 진짜 너무 맛있어서 오늘 또 주문하려구요 ㅋㅋ
주말 캠핑에 가져가려구요~

고기가 얇아 금방 구워지면서 부드럽고 고소해요!
고기기름에 김치 볶으면 짱맛, 그 기름에 밥볶으면 짱짱맛입니다 후후",식품,곤약/방탄커피 외
"웰니스 바이오 6년근 홍삼 진액 365 스틱 실속형 벌크형 10g, 30개",5,가성비 최고에요 ^^,"홍삼액기스 없으면 못사는 신랑, 은근 비용도 비용이라 찾아보니 벌크형도 있네요!
진작에 이걸로 살껄~~ 가격은 넘 착한데 성능은 같으니 이거야말로 최고!!

아침에 일어나서 물에 스틱 하나 타서 마시면 기분 좋아요 ㅎ
온몸 구석구석에 홍삼 기운이 훅훅 퍼져나가는듯 ^^
아침에 물한잔이 좋다는데 홍삼까지 같이 마시니 더 건강해지는 느낌이에요~

면역력 높이는데 이만한게 또 없는듯해요 ㅎㅎ
앞으로도 쭉 벌크형 판매해주세요♡",식품,선물세트관
"조성아22 동공미인 퍼펙트 롱앤컬 마스카라 6.5g, 블랙, 1개",5,롱과 컬 둘다 잡은 마스카라,"조성아 제품은 역시 그냥 믿고 쓰게 되네요~
기초제품부터 색조까지 딱 K화장법에 잘맞게 만드는듯 ㅎ

이거 쓰기전에 유명한 일본제품 썼었는데
한동안 화장 안했더니 굳어서 다시 사야해서
이번에는 조성아껄로 사봤어요

이제는 국내 제품이 훨씬 더 좋네요 ㅎㅎ
가루 떨어지는것도 없고
길이도 길어지면서 컬도 어느정도 짱짱하게 잡아주니
이것보다 더 좋은게 있을까요?

아침에 바르고 저녁돼도 번짐도 없고 깨끗해요
살짝의 쳐짐은 있지만 길어지고 진해진거 생각하면
이정도는 너무 괜찮아요~

엄마도 이제 눈화장 하신다해서 같은걸로 주문 또해요^^
엄마도 예뻐져야쥬♡
동공미인 라인 제품으로 다 바꿔볼까해요",뷰티,메이크업
"칸토 고농축 프리미엄 섬유유연제 파우치 머스크향 코코쥬빌레, 1개, 1.3L",5,요즘처럼 건조한 날씨에 필수!,"요즘 날씨 너무너무 건조해서 옷에서 정전기 장난 아니었거든여
스파크 튀고 난리 부르스 ㅋㅋ
언니한테 추천받아서 칸토로 바꿨더니 정전기 확실히 사라졌어요 대박

근데 더 대박인건 향이 진짜 너무 좋다는거죠
머스크향이 유연제로 있었다니..
향도 엄청 오래가서 내옷 냄새 맡을때 기분좋음 ㅋ

덕분에 세탁실도 향기로워지고 바디미스트, 향수 안뿌리고 다녀요
섬유유연제 하나 잘들였더니 만능효자네요

우리집은 세제 자동 투입이라 용량은 얼만큼씩 들어가는지는 모르지만
1.3리터라서 꽤 오래 쓸것 같아요
2인가족이라 몇달은 충분히 쓸듯.
다쓸즈음 또 사러 올게요!!",생활용품,세탁세제
"손앤박 리얼 아이래쉬 세럼 속눈썹 영양제 클리어, 1개, 15g",5,제대로 만든 속눈썹영양제!,"얼마전에 속눈썹펌 잘못해서 완전 꼬부랑거리는데다
진짜 속눈썹들이 다 제멋대로 꺾이고 눌리고 난리부르스 나가지고..
너무 흉칙하고 속상했는데 손앤박 영양제 쓰고
5일만에 속눈썹 컨디션 펌이전보다 더 좋아지게 회복됐어요!!

솔이 커브형이라 눈매라인에 딱맞아 바르기도 쉽고
솔이 따갑지않아 더 마음에 드네요
예전에 쓰던건 바른것 같지도 않게 묻은건지 뭔지 모르겠더만
확실히 속눈썹에 싹싹 발리는게 눈에 보이고 촉촉해지면서
힘이 생기니까 건강모 되는건 시간문제~~
속눈썹 영양제 지금껏 네가지 써봤는데 다 필요없었음
손앤박이 작정하고 만든듯 ㅋ

딱 아침 저녁 하루 두번만 발라주면 속눈썹이 튼튼해져요~
이제 속눈썹 회복됐으니 쭉 발라주면 길이나 숱도 더 좋아질듯^^",뷰티,메이크업
"팜밀리 타트체리 나이트 클렌즈 2주 프로그램 70ml*14개입, 70ml, 14개",5,이건 맛있네요!,"타트체리 좋은건 다들 아실테죠?
저도 면역력 증진시키려고 1,000ml짜리 두병 사다가 물에 타마시는데..
너무 시큼하고 맛없어서 도저히 못먹겠...
겨우겨우 신랑 다먹였는데 ㅋㅋ
언니가 타트체리 넘 맛나다고 그러는거에요
언니는 뭐먹는데 맛나냐고 물어서 같은걸로 저도 사봤어요

근데 이건 진짜 맛있어서 전혀 거부감이 없네요!
번거롭게 물에 희석하지 않아도되니 더 손이 자주가요^^

콜라겐, 히알루론산, 엘라스틴 등 피부에 좋은성분도 들어있어서
신체 면역력, 피부 면역력 다 높아지는것 같아요~
덕분에 제시간에 잘자고 아침에도 가뿐하게 잠이 깨네요
피부 건조감도 훨씬 덜해서 화장도 잘먹어요

대신 하루에 한포만 먹어도 2주면 끝이라 자주 사둬야겠어요~",식품,건강식품
리즐리 올인원 주름 콜라겐 보습 멀티밤 스틱 3개,5,멀티밤을 샀더니 한보따리가 왔네요,"아니 이정도면 가성비 완접 갑of갑 아닌가요???
멀티밤 2개도 안되는 가격에 이렇게나 구성이 좋네요

""멀티밤이 무려 3개+핑크 쿠션+핸드크림 60ml 2개+파우치 까지""

솔직히 이전에 사용했던 유명 멀티밤은 좋긴 좋은데
가격이 너무 부담되다보니 팍팍 쓰기도 애매..했던게 사실이에요

근데 릴리즈꺼는 3개구성이라 건조하고 주름 신경 쓰이는 부위에
넉넉히 문질문질 해주기에도 넘 좋네요 ㅎㅎ
게다가 플로럴향이 은은하고 기분 좋아져서 바르는 순간부터
리프레쉬 되는 느낌이랄까 ^^
요즘 극건조해진 날씨탓에 각질도 올라오고 간지러웠는데
릴리즈 멀티밤 슥슥 발라주니 피부도 편해지고
반짝반짝 광채가 올라와서 피부도 엄청 좋아보여요~
화장도 잘먹어 마스크 없이도 자신감 생기네요 크크

사은품으로 보내주신 핑크쿠션이 23호 컬러인데
다가오는 여름 대비해서 23호가 마침 필요했거든요
그렇다고 너무 다크한건 아니고 목이랑 이질감없이 잘 맞아요~
(평소 21호 베이지 사용하는 얼굴입니당)
일어 가득해서 뭐지 싶었는데 일본에서 판매중인 베스트셀러 쿠션이네요 ㅎ

핸드크림도 하나 아닌 두개나 각각 다른 향 보내주셨어요
피치핑크, 머스크로즈 각자 다른 매력이 있는 향이에요
향도 좋은데 거칠거칠 손등도 촉촉하게 만들어주니 땡큐에요♡

파우치는 목욕탕 들고 다니기 좋을것 같네용 ㅎㅎ

가격대비 구성이며 성능 다 만족이에요!!
멀티밤 다 쓸즈음에 추가 구매 의향 매우 있습니다",뷰티,스킨케어
"국내산 우엉채, 500g, 1개",5,귀찮아도 직접 만들어야 맛난 우엉조림 ^^,"집근처 식자재마트에서 중국산은 더 저렴하고 양도 많지만,
믿을 수 있는 국내산으로 쿠팡 로켓프레쉬 했어요 ㅎ

채썰어져 있어서 따로 손질할 번거로움 없어 편해요~
조리고나니 씁쓸한 맛도 없고 아삭아삭 참 맛나네요^^
500g 용량이라 막상 조리해놓고 나면 많지는 않아요

김밥 쌀때 꼭 우엉을 많이 넣다보니 금방 다 먹거든요.
이번에는 남김없이 다 넣어서 반찬으로 남는것도 없어요 ㅎㅎ

키토김밥에는 계란지단, 당근, 맛살, 우엉만 넣어줘도 짱맛이네요~
우엉 덕분에 단무지 필요 없어요

우엉 매니아로써 가격만 좀 더 내려가면 좋겠네요",식품,냉장/냉동/간편요리
"포미엔느 프로바이오틱스 여성 청결제 30개입, 1.8g, 30개",5,촉촉하고 깔끔하게 관리하세요~,"요즘 정말 세상이 좋아요!!
너무나 필요했던 제품이 이렇게 간편하게 나와주네요^^

여자라면 누구나 공감하는 찝찝함, 불쾌한 냄새...
특히 매달 찾아오는 생리주기만 되면 더 민감해지죠
혹시나해서 바디미스트를 가지고 다니지만
본질적인 문제가 해결이 안되니..

근데 포미엔느 이너 케어젤 직접 사용해보니
특유의 냄새도 훨씬 줄어들어 만족감이 너무 좋네요

그리고 요즘같은 환절기나 겨울철 등등 건조한 날씨에는
Y존도 건조해진다는거 아시나요?
속옷에 쓸려 따가운가 싶었는데,
알고보니 건조해져 그런거였더라구요

사용하고나서 촉촉해진 Y존 덕분에 따가움, 부어오름이
줄어들어 정말 편안해요 ㅎ

찝찝함, 불쾌한 냄새, 건조한 Y존 케어에 정말 필수인것 같아요.
개인적으로 매일 사용은 안하고
주 1-2회 사용중인데도 만족합니다 ^^",생활용품,바디/세안
"로더렛 인 잉글랜드 컬러핏 파우더리 브리즈 바디 워시, 2개, 500ml",5,뽀송뽀송 파우더리한 바디워시~,"로더렛 컬러핏 제품은 진짜 가성비 최고 제품 같네요
이만한 가격으로 이런 제품을 만들어주셔서
참 감사할 따름이에요 ^^

머스크향, 파우더향 둘 다 너무 좋아하는 향이라
다 구매해보고 쓰고 있는 중이에요.

특히 베이비 파우더향 같은 경우에는 잘못 사면
쿰쿰하게 이상한 냄새가 날때도 있어서
평들 엄청 꼼꼼히 보고 구매했네요 ㅎㅎ

근데 고민한 시간이 아까울 정도로
파우더리 브리즈 향 진짜 고급지게 뽀송한향이에요~
전혀 싸구려 향이 아니라 내 살냄새가
아가아가 해진 느낌이랄까.. ㅎ

거품도 풍성하게 잘나면서 향도 넘 좋고
가격대까지 최고라서 주변에 강추하는 제품이에요.

저는 개인적으로 기분에 따라
머스크향이랑 파우더리향 번갈아 사용하는게 좋네요 ^^",뷰티,바디
"동화약품 글루타치온 화이트 구강용해 설하멜팅정 24g, 1개",5,편리하게 글루타치온 충전!,"이전부터 글루타치온 좋다는 얘기는 많이 들었는데,
드디어 고르고 고르다 동화제약껄로 구매했네요~

아무래도 가격대도 무시 못하겠더라구요..
그래도 쿠팡에서 가격이 제일 좋아 여기서 주문했어요

한포에 2정씩 들어있어 한번에 2정을 혀밑에 넣고
볼일 보다보면 알아서 녹더라구요
생각보다는 오랫동안 녹아 처음은 참 신기했네요 ㅎㅎ

혹시나 신맛이 크면 찌릿한 느낌이 들까봐 겁도 났는데
그런 걱정은 안해도 되겠어요 ^^

하루 최대 글루타치온 용량은 이걸로 다 채워지니 편리하네요
여기에 다양한 비타민, 밀크씨슬, 콜라겐, 엘라스틴, 히알루론산 등등
피부에도 건강에도 좋은 성분이 다 들어있으니 뭔가 든든해요~

덕분인지, 아침까지 잠못자던 수면 습관도 점점 돌아오고 있어요
다음날 아침 일찍 기분좋게 눈떠지는게 참 행복하네요!
이것만으로도 저한테는 아주 큰 도움이 되고있어요♡",헬스/건강식품,영양제
"곰곰 국내산 양배추, 1개입, 1개",5,알도 크고 단단해요 ^^,"양배추 한통 사두면 이래저래 잘먹게 되더라구요~
가격대가 좋아 냉큼 주문했어요!

✔️치킨에 필수 양배추 샐러드
-양배추 넉넉히 채썰어 케챂+마요네즈 듬뿍 뿌려주면 그냥 막 맛나요
어렸을적 치킨집에서는 이거 꼭 나왔는데 ㅋ 추억의 맛이랄까요?
이렇게 먹으면 양배추 마구마구 왕왕 먹게됩니당

✔️ 계란말이 할때 양배추 듬뿍
-계란말이에 계란+소금약간+맛술약간+채썬 양배추 많이많이
그럼 같은 계란 양으로도 계란말이가 훨씬 두툼해져요
이번에 김밥 말때 계란에 양배추 듬뿍 넣어 부쳤는데
계란지단도 훨씬 통통해지고 달달 아삭하기까지!
건강도 같이 챙기는 기분이라 더 맛있어요

✔️ 2분간 쪄서 쌈밥
-양배추 쪄서 밥올리고 쌈장이나 간장 얹어 먹으면 꿀맛이죠!
달큰하고 부드럽고 입이 꽉차는 맛♡

채썰어져있는거 보다는 통양배추가 싱싱함이 더 오래가요~
맛나게 먹을게요 ㅎ",식품,채소
"로더렛 인 잉글랜드 컬러핏 그레이스 머스크 바디 로션 화이트 머스크향, 1개, 500ml",5,"촉촉 산뜻 향까지, 열일하는 바디로션","이거 넘넘 향이 좋네요~ ^^
바디워시 써보고 향이 넘 좋아서 같은 향으로 로션도 주문했어요

샤워하고 물기 완전 닦지 않은 상태에서 발라주면 종일 몸이 촉촉 산뜻해요
향도 좋고 촉촉함도 끈적이지 않는 산뜻함이라
설거지하고, 손씻고 핸드크림처럼 발라주는데도 좋아요

개인적으로 외출시에도 쓰고싶어서 다O소 휴대용 용기 따로 사서
덜어다니는데 옆에 사람들이 이거 뭐냐고 향 넘 좋다고 ㅋㅋ
가격이랑 이름 알려주니 왜케 저렴하냐고 당장 산다네요~

성능도 좋고 향까지 좋아서 매우 만족하면서 사용중이에요
색도 포도우유 색 같다고 해야하나?
색깔도 예쁘고 난리네요 ㅋㅋ",뷰티,바디
"해브어브랜드 제주 녹차 클리어 헤어 & 바디미스트 부케머스크, 100ml, 2개",5,향긋하고 차분하게 ^^,"요즘 워낙 피부나 머리카락이 극건조해져서 정전기도 자주 나고
간지러워서 벅벅 긁게 되더라구요 ㅠ
안되겠다 싶어서 찾아보니 바디&헤어 공용 미스트가 있더라구요
우선 빠르게 배송해주셔서 받는 즉시 뿌려봤어요~
가장 먼저 머스크 향이 넘 좋다고 느껴졌는데
신기하게도 덕분에 정전기가 없어졌어요 ㅎㅎ
머리카락도 차분~해지는게 향기는 덤이구요
차에 하나, 집에 하나 두고 아주 잘 사용하고 있습니다!

사진은 뿌린후 - 뿌린후 - 뿌리기전 입니다
정전기가 사라지고 차분해져요 ^^",뷰티,바디
"보본 퓨어화이트 고화력 슬림 1구 인덕션 전기레인지 2000W, 고객직접설치, VB-IC2000W",5,화력이 엄청 쎄요!!,"집에 2구 인덕션 있는데 무겁기도 하고 2구를 다 쓸일은
명절 전 부칠때만 있다보니..
2구짜리는 자주 안쓰게 되더라구요

저녁은 꼭 집에서 신랑이랑 반주하면서 먹다보니
국물요리는 식지않게 계속 끓여주는걸 좋아하거든요~
캠핑에서 쓰는 버너는 가스를 사용해서 가스없으면 번거로움...

신랑이 마침 1구인덕션 있으면 좋겠다고 했는데 이게 딱이에요!

가격대가 저렴한편이라 성능이 예상 안됐는데
이게 웬걸? 화력이 진짜 너무 좋네요? ㅋㅋ
주방에 메인 인덕션보다 훨씬 화력이 좋아서
엄청 금방 보글보글X → 봐글봐글 끓어요~

화력은 200~2000까지 200단위로 조절 가능한데
2000은 진짜 엄청 쎄요 ㅋㅋ
그래서 그런지 소음은 있는편이에요 (영상 참고해주세요)
제 기준에는 거슬리는건 아니라
급하게 빨리 먹고 싶을때 메인 인덕션 아닌 이거 쓰게 돼요~

무게도 넘 무겁지않아서 여기저기 옮기기에도 전혀 무리가 없어요
살짝 아쉬운건 전선 길이가 길지는 않아 멀티탭을 쓰게 되네요
이건 집마다 콘센트 위치의 차이라 뭐 ㅎ

보본이라는 브랜드 제품은 처음 쓰게 된건데 아주 만족합니다 ^^

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.",결혼준비,주방용품
"해브어브랜드 제주 당근 모이스처 바디로션 화이트머스크, 500ml, 500ml x 1개",5,간지러움이 사라졌어요 ^^,"건조한 겨울 지나 환절기 되니 피부 건조가 더 심해져서
매일 습관처럼 몸을 긁고 있는 나 ㅠ
왠만한 바디로션은 순간 흡수되면서 사라져 도움이 안됐거든요

최대한 좋은성분 알아보고 구매했는데 이거 쓰고부터는
간지러움도 느껴지지않고 몸 긁지도 않게 되네요~~^^
눈으로 보기에도 하얀 각질이 보이지 않아요

샤워하고나서 목부터 발끝까지 넉넉히 펌핑해서
골고루 발라주면 피부가 매끈해지는 기분이에요
뭣보다 화이트머스크향이 넘 좋아서 힐링되는것 같아요 ㅎㅎ

피부 건조 심해 습관처럼 긁는 분들께 추천드려요!!",뷰티,바디
