상품명,별점,리뷰 제목,리뷰 내용,카테고리1,카테고리2
"곰곰 무항생제 신선한 특란, 30구, 1개",5,,"두식구지만 계란이 금새 사라지네요

반찬없을때 만만한게 계란 >.<

날도덥고 가스불켜면 너무더워요~~

계란후라이해서 오이짠지무침에 비벼먹던지

있는반찬 때려넣고 비벼먹는거죠뭐 ㅎㅎ

사육환경번호는 4지만 무항생제라 믿고먹고있어요

1번2번은 가격이 너무 부담쓰 ~

깨진것도없고 아주 좋아요",식품,축산/계란
"도드람한돈 1등급 등심 카레용 (냉장), 300g, 1개",5,,"고기가 아주 신선하고 좋습니다

카레했는데 질기지도않고 부드러운 살코기가

아주 맛있어요 !

잡내도없고 굿굿굿",식품,축산/계란
"저스트포유 24 아트 마그넷 도어 범퍼 휴대폰 케이스, 갤럭시노트20, 파티5",5,,"튼튼하고 컬러도 이쁘고 좋아요

식당에서 밥먹고 치아볼때 범퍼열고 거울보면

앞사람이 안보이게 볼수있어서 굿 ㅋ

카드2개들어가고 자석도 잘붙고 아주 좋습니다",가전디지털,휴대폰 액세서리
"국내산 양배추 1/2통, 500g, 1개",5,,"두식구라 양배추 반쪽이면 충분해요

이번 양배추상태는 가운데가 살짝 상한부분이있지만

잘라내고 먹으면 괜찮을것같아요

양배추찜해서 바지락강된장에 싸먹으려고요

남편 최에반찬입니다 ^^",식품,채소
"자연다움 닭 한마리 간편 삼계재료, 1개, 35g",5,,"삼계탕용으로는 아니구

엄마가 닭계장하신다고 해서 보내드렸어요

몸에좋은 약재우려서 닭계장 하셨다네요

날도더운데 몸보신 되겠어요",식품,건강식품
"대관령 통황태, 80g, 1개",5,,"황태 상태가 좋습니다~

고사지내려고 한마리만 주문했어요

지내고나서 뜯어서 황태국이나 해먹어야겠어요 ~",헬스/건강식품,곤약/방탄커피 외
"2080 퓨어 마운틴 핑크 솔트 치약, 150g, 6개",5,,"이것저것 써보다가2080핑크솔트치약으로 정착했어요

거품잘나고 은은한 허브솔트맛 ㅋ

게운하게 잘닦여요

남편도 저도 아주 대만족하며 쓰고있어요",생활용품,구강/면도
"원아방 고급 포대기, 그레이, 7부",5,,"조카생긴지 38일됬어요

배알이가 심한지 밤낮없이 울고
아기가 작아서 아기띠도 못하겠다하고
하루종일 앉고만있으니
밥도못먹고 온몸이아프고 힘들다고 울더라구요.

제가 가끔씩가서 봐주긴하는데 포대기가 필요하다고 생각되서 주문해 줬어요.

퍼대기 써보더니 양팔을 쓸수있어서 집안일도 할수있어서 너무좋다고 그러네요^^
역시 키워봤던 언니가 쫌 아는구나 하더라구요
별거아니지만 뿌듯합니다 ㅋㅋ

포대기 끈도 길어서 어깨에 휙~감아져요.
어깨에 감아줘야 안흘러내리고 안정감있거든요

원단도 톡톡하니 괜찮고 포대기가 원래 첨엔
좀 뻣뻣한 감이있지만
세탁하고 좀 쓰다보면 부드러워지잖아요~
제 경험상은 그래요.

여름이라 망사퍼대기 생각도했지만 기억해보니
망사는 잡아주는힘이 없어서
저도 사놓고 안썼던것같아요

그냥 아기때는 포대기가 와따임돠~

동생이 초보맘이라 포대기매는법 알려줬더니
혼자 저렇게(사진첨부) 잘했네요ㅎㅎ",출산/유아동,아기띠/외출용품
"구디푸디 모던 템바보드 멀티탭 콘센트 전선 정리함 대, 밀크티(대), 1개",5,,"상품이 깨져서와서 교환한번 받았어요

이번에는 안깨지고 잘도착했네요


플라스틱이고 한번만 떨어뜨려도 깨질것같은 그런 재질이네요

방바닥에 놓고 쓸꺼라 그럴일은 없겠지만...


5구콘센트 사이즈 딱이네요 작은거 주문했으면

뚜껑이 안닫혔을것같아요

깔끔하게 정리되고 먼지도 안들어가서 넘좋아요",생활용품,생활전기용품
"청정원 옛날 소시지, 1kg, 2개",5,,"남편도 저도 소시지를 너무좋아해서

이번엔 두개 주문했어요

하나주문하면 3번이면 다먹어버리기에 ㅎㅎ

파송송 계란입혀서 구우면

밥반찬 끝내줘요 !",식품,곤약/방탄커피 외
"남양유업 요구르트, 65ml, 40개입",5,,"유산균이많은 남양요구르트

밥먹고난후 하나씩 바로마셔요

식사후 바로먹는게 좋다고 하더라구요

밥먹고난후 먹으면 개운하고 소화도 잘되는것같아요

달콤약간의새콤 맛있어서 냉장고에 떨어지지않게 주문합니다",식품,유제품/아이스크림
"메이크프렘 세이프 미 릴리프 모이스처 클렌징 밀크, 1개, 200ml",5,,"건성피부에 좁쌀,비립종도있는 피부에요

그렇기에 오일제품은 아무것도 사용할수가없어요


피부과에서 클렌징크림보다 밀크제품이 더 좋다고 해서

쓰던 클렌징크림 버리고 밀크로 바꿨어요


화해에서보니 성분도 좋아요

이제품 폼클렌징도 몇통째 사용중이에요


부드럽게 잘닦이고
세안도 잘되고 좁쌀이 더이상 생기지않네요
유해성분이 없어서그런지 트러블 1도없어요


앞으로도 메이크프렘으로 정착할 생각입니다.

제글을 읽어 주셔서 감사합니다.(-.-)(_._)
구매 하시는데 조금이나마 도움이 되셨으면 합니다^^",뷰티,클렌징/필링
"곰곰 모둠 해물 (냉동), 800g, 1개",4,치아 깨질뻔 ㅠㅠ,"리뷰가 좋길래 주문해봤어요

해물탕이랑 부침해먹으려고요

해물전 부처서 먹는중에 바지락껍데기를 씹었어요!

치아 깨질뻔했어요 욱신 시큰 거리네 아오 짜증나 ㅠㅠ

한번 헹궈서 부침한건데 뭐여이거 ;;

드시는분들 조심해서 드셔야할듯...",식품,수산물/건어물
"곰곰 국내산 미나리, 230g, 1개",5,,"삼겹살먹을때 같이 구워먹으려고 주문했어요

깨끗하고 싱싱합니다

미나리 먹는방법은 많지만

갠적으로 삼겹살이랑 같이구워서 먹으면

쌈싸먹을 필요도없고 맛이너무좋더라구요

미나리향도 좋고 맛고좋아요

구워먹고 남으면 부침해먹으려고했는데

그정도 양은 안되네요 ㅎㅎ",헬스/건강식품,곤약/방탄커피 외
"제주삼다수 그린, 2L, 24개",5,,"무거운 생수를 문앞까지 배송해주시느라 얼마나 힘드셨을까....

감사한마음으로 맛있는생수 잘 마시고있어요

무라벨이라 분리배출도 편해서 좋아요

물맛도 깔끔하니 좋습니다 삼다수먹다가 더 저렴한물 마셔봤는데

물비린내가 나더라구요

수질검사에도 한번도 안걸리고 깨끗한 !
삼다수 최고 ~",식품,곤약/방탄커피 외
"풀무원 김밥용 단무지와우엉, 350g, 1개",5,,"김밥 자주해먹어요

먹을때마다 주문하는건데 오늘 주문한건 단무지맛이

엄청 시큼해요 식초를 들이부은거마냥...

우엉은 항상 한번더 양념해서 쎈불로 후다닥 조려요

그냥 먹으면 맛이 덜해요

김밥재료라 간장,올리고당 더 넣어주고 조려서 김밥말면

맛이 아주 좋습니다

김밥은 간이 잘맞아야 맛있어요 ^^",식품,냉장/냉동/간편요리
"국내산 당근, 450g, 1개",5,,"봉지에 3개들어있구요 한개는 따로 한봉에 들어있네요?ㅋ

깨끗하고 상태 너무좋아요

당근즙도많고 채쳐서 김밥재료 볶았는데

부드럽고 맛이좋네요",헬스/건강식품,곤약/방탄커피 외
"포스트 단백질바, 5개, 500g",5,,"떨어지기전에 항상 구매해요

매번 비닐포장한겹에 배송이되서 박스는 항상 뜯어져있어요 ㅋ

하나씩 까서 먹는거라 상품은 이상없어요

남편 회사갈때 간식으로 매일 하나씩 가져가요

견과류도많고 초콜릿도 적당하게 붙어있어서

베지밀하고 같이먹으면 든든하다네요

영양도좋고 맛도좋고 간식으로 좋아요",식품,반찬/간편식/대용식
"자자데코 (봄 여름 가을)용 스판 청바지 남 데님 캐주얼 팬츠 일상 작업복 등산바지, 블루청, 36",5,,"키182 몸무게85

남편꺼 주문, 원단얇고 핏도 맘에들어서 같은거 하나더주문

첨온바지는 기장이 어마하게길어서 잘랐는데

두번째바지는 자른기장하고 똑같은기장이네요

사이즈는 같은데 길이는 랜덤인가요?ㅋㅋ


남편이 편하고좋다고하니 만족입니다",남성패션,의류
"삼양 임꺽정납작떡갈비 (냉동), 1000g, 1개",5,,"임꺽정 떡갈비 맛있다고 친구가 먹어보래서 주문했어요

단짠단짠 이라 입맛없을때 밥이 넘어가네요

누린냐도안나고 맛있네요

어린이 입맛 남편이 맛있다고 좋아해요

반찬없을때 구워줘야겠어요",싱글라이프,반찬/간편조리식품
"탐사수 무라벨, 500ml, 60개",5,,"가성비 좋은 물 !

요즘같이 더운날 나갈때마다 하루 한병씩 갖고나가요

작아서 금방먹지만 ㅎㅎ

페트병은 엄청 잘찌그러져요

물마시는데는 불편함 없구요

물맛은 그냥 생수맛 먹기좋아요",식품,곤약/방탄커피 외
"곰곰 백김치, 500g, 1개",4,,"동생이 출한후 수유중인데 빨간음식을 피해야해서

백김치 주문해줬어요

한국인은 역시 김치죠 ㅎㅎ

백김치 맛이 어떠냐고물어보니

그냥그래 다신 주문하지마... 라고하네요 ㅜㅜ",식품,냉장/냉동/간편요리
"곰곰 유기농 두부, 300g, 1개",5,,"갑자기 두부부침이 먹고싶어서 주문했어요

들기름에 부쳐먹었어요 따듯할때먹으니

고소하고 ~ 포만감높고 다이어트에도 최고에요!


들기름은 오메가3 가 최고많이들어있어요

들기름을 밥수저로 하루 한숟가락씩 먹으면

오메가3 영양제보다 훨씬좋습니다",헬스/건강식품,곤약/방탄커피 외
"삼립 로만밀 통밀식빵, 840g, 1개",5,,"식빵 재주문 계속해요

계란입혀서 구워먹고 ,샌드위치, 식빵구워서 잼발라먹고

빵이맛있어서 자꾸먹게되요

냉동실에 한봉 얼려논것도 모르고 맛있는식빵맛에

그만 또 주문해버렸어요 ㅋ",식품,반찬/간편식/대용식
"[오버나인] 여성 히든버튼 반팔 데일리 반팔 셔츠 블라우스, F, 블랙",5,,"키170 상의 55~66

넉넉하게 잘맞아요

원단이 찰랑찰랑 부드러워요

원하던 느낌이에요

모델핏처럼 나오네요

기장은 저한테는 골반옵니다

맘에들어요",여성패션,의류
"동원에프앤비 비엔나소시지, 1kg, 1개",5,,"요넘에 소시지에 푹 빠져서 한번먹어본뒤로 계속 주문중이에요

씹었을때 겉은 뽀도독! 속은 부드러움과 약간의 짭짤함

저가 소시지는 뭔가 싸구려맛?이나지만

요제품먹고나면 돼지고기 먹은 기분들어요ㅋ


돼지함량도 높고 재료가 좋아서 그런지

맛이 밥도둑이에요 ㅎㅎ

데쳐서 먹으면 뭐 칼로리도낮아지고 좋겠지만 맛이좀 떨어져서

저는그냥 올리브유두르고 볶아서 캐찹 팍! 찍어먹어요

저보다 남편이 더 좋아해요

더운여름 가스뷸만켜도 죽을맛인데 소시지랑 김 김치만줘도

잘먹어주니 너무좋아요",식품,곤약/방탄커피 외
"후앙스 남성용 데일리 스탠다드 옥스포드 헨리넥 긴팔 셔츠 GZCP-4922, 2XL, 화이트",4,,"남편 일할때 입으라고 주문했어요

입혀보니 입을때 너~~무 불편하데요 제가보는데도 불편해보임


셔츠처럼 전체오픈이아니라 목 부분에만 단추가있다보니

양팔넣고 목넣는데 입기가 엄청 불편함


사이즈는 잘맞는데 , 크지도 작지도않음

원단이좀 두껍고 에어컨바람안쐬면 더울것같음

한여름에 입기는 더울듯 하늘하늘한 원단이 아니고 구김 잘가는 원단임



반품하려고했는데, 남편이 그냥 봄가을에 대충입게 걍놔둬 라고해서

그냥 구매확정함",남성패션,의류
"동원에프앤비 비엔나소시지, 1kg, 1개",5,,"남편 최에 소시지 ㅋ

일주일도 안되서 다먹어버리는

자주 주문하고있어요

어린이 입맛 남편 소시지랑 케찹만주면

반찬투정 안부려요 ㅋ

씹었을때 뽀득 ~속은 부들 아주 맛있어요",식품,곤약/방탄커피 외
"청정원 옛날 소시지, 1kg, 1개",5,,"뚠뚠이 소시지

양 많아보이는데 희안하네~~

두식구 3번먹으면 왜없지..

소시지반찬을 남편도 저도 너무좋아해요

3등분으로 부쳐먹으면 끝이네요 ㅋ

너무 질퍽하지도 쫀쫀하지도않고 부쳐먹으면

식감이 좋아요 ~ 자꾸자꾸 손이가네 !",식품,곤약/방탄커피 외
"EDITOR 일루션 메탈 카드범퍼 휴대폰 케이스 2p, 갤럭시 A30 / 와이드4(A305N / A205S), 로즈골드",5,,"2개오는줄 몰랐네요 ㅋ

가격엄청저렴~

엄마 폰케이스없어서 주문해드렸어요

두개나 왔다고 좋아하세요 ㅋ

튼튼하고 카드꼽을수있어서 좋다고하세요",가전디지털,휴대폰 액세서리
"2080 퓨어 마운틴 핑크 솔트 치약, 150g, 6개",5,,"현제 쓰고있는 치약이에요

짜지도않고 거품도잘나고 잘닦이고 개운해서

부모님댁에도 보내드렸어요

양치하시더니 만족해하세요",생활용품,구강/면도
"대상 청정원 연와사비, 35g, 1개",5,,"샤브샤브 해먹어야지 하고보니 와사비가 없네용

급하게 쿠팡주문! 담날배송 쿠팡이 효자야~

저희집은 와사비를 자주먹질않아서

작은거 주문했는데 유통기한 기네요 ㅋ",식품,가루/조미료/오일
"새우몰 화이트새우 2kg 80-100미, 1개",5,,"리뷰가좋길래 2박스 주문해봤어요

날이더워서 녹을까봐 걱정했는데 꽁꽁얼어서 잘 도착했어요

한박스는 95마리 들었구요 또한박스는96마리 들어있네요

사이즈는 비슷비슷해요 상태좋네요

새우는...남편이랑 고양이간식 저는 새우를 안좋아해서

사이좋게 둘이먹어요 ㅎㅎ

입맛이 까다로워서 고양이간식은 안먹고

새우 삶아서 까서 잘라주면 잘먹어요

매일 아침 저녁 두번씩 달라고 냥냥냥 ~

떨어지기전에 또 주문하러올께요 ^^",식품,수산물/건어물
"이플원 호주산 척롤 샤브샤브 (냉동), 700g, 1팩",5,,"샤브샤브해먹으려고 리뷰보다가 주문했어요

두식구먹기 양이 많아서 두번먹을수있겠어요

소기름은 몸에 좋을게 하나도없어서

요거 골랐는데 고기 괜찮아보이네요

낼 먹어볼께용",식품,곤약/방탄커피 외
"농심 사리면 110g, 5개입",5,,"가격싸고 좋아요~

마트보다 저렴!

부대찌게 좋아하는 남편을위해 주문

사리를 꼭 넣어야한다나 ㅎㅎ

혼자 다먹으라고해야지 ~",싱글라이프,즉석식품/라면
"곰곰 국내산 미나리, 230g, 1개",5,,"샤브샤브 해먹으려고 미나리주문했어용

두식구먹기 양이 딱좋네요

샤브해먹고 잘게 조금잘라서 마지막에 계란넣고

볶음밥 해먹어야겠어요

아주 싱싱하고 부드러워보여요 맛있겠어용",헬스/건강식품,곤약/방탄커피 외
"래쉬몬스터 디터칭크림 속눈썹연장글루 크림타입 리무버, 1개입",5,,"친구집에가서 눈썹제거하고 다시붙히려고 써봤는데

제가쓰는 겔타입보다 눈썸제거도 잘되고 자극없이 순해서

저도 구매했어요

크림타입이라 흐르지도않고 바르기편하네요

정착해야겠어요 !",뷰티,뷰티소품
"홈키파 마이키파 엑스트라 파워 미스트, 100ml, 3개",5,,"놀러가서 잘썼어요 ~

가격 용량 괜찮네요

향도 상큼하고

야외에서 놀았는데 모기가 안물었어요

효과좋네요 !",생활용품,탈취/방향/살충
"큐원 요리올리고당, 1.2kg, 1개",5,,"요리당은 음식하는데 빠질수가없죠

아무꺼나 먹다가 알게된

식이섬유40% 설탕보다 낮은칼로리의 요리당이라고하니

기존에먹던 요리당보다 건강면에서 좋을것같아서

먹어보려고 주문했어요 근데 설탕이 안들어간건 아닐테고...

설탕이 독이라지만 ...안먹을수도없고 ㅎㅎ

타제품은 가격이 너무비싸고!

요걸로 먹을께요

양도많고 두식구 오래먹을수있겠어요",식품,장/소스/드레싱/식초
"목계촌 대란, 30구, 1개",5,,"계란포장은 항상 꼼꼼하게 배송잘오네요

신선하고 깨끗해요

사이즈는 작아요

샌드위치하려고 계란하나 톡 깻는데

우와~쌍란이! ㅋ 괜시리 기분좋은 ㅋㅋ

고소하니 맛있어요",식품,축산/계란
"데미 어솔트 아리아 C 염색약 80g + 산화제 새치커버 패션컬러 멋내기, 1개, 딥내츄럴라인 D-9/CB (쿨브라운)",5,,"새치때문에 셀프염색을 자주 하고있어요

후배가 미용실원장이라 저보고 하는말이

언니~ 염색자주하니까 데미꺼사서 하세요~

라고 하길래 계속 데미제품 쓰는중에요

염색약하고 산화제는 같은회사꺼 쓰라고해서 산화제도 데미꺼 쓰고있어요

새치약은 어두운색이라 저는 좀더 밝게하고싶고

붉은기없는 색으로 조합해서 염색해요

제가쓰는 색상은 D-9/CB , 12\CB 비율 4:1로 씁니다

좀더 밝게하고싶으면 12\CB를 좀더 섞으면되요

염색약1:산화제2 비율

사은품산화제 안주셔도 되는데;; 안쓰는 산화제인데 어트카징...

자극없고 냄새없고 염색 잘되요

머리감고나도 뻣뻣함없고 머리카락도 덜상해서 아주 만족해요 !",뷰티,헤어
갑조네 로벨리아 공기정화식물 인테리어식물 로베리아 노벨리아 야생화,5,,"작은포트가 금새 풍성하게 잘자라고

키우기쉽고 너무이뻐서 2포트 더 주문했어요

이번에도 이쁘게 잘 키워볼께요 ^^",완구/취미,원예/가드닝
"크리스피크림도넛 오리지널 글레이즈드, 141g, 1개",5,,"엄마 드시라고 보내드렸어요

커피랑 드셨다네요

첨엔 너무달다 하시더니 커피랑 잘맞는다고 하세요 ㅋ

담에 또 사줭 이러세요 ㅋㅋㅋ",식품,반찬/간편식/대용식
"곰곰 무항생제 신선한 대란, 30구, 1개",4,,"피곤쓰~문앞배송 최고!

포장 꼼꼼하게 해주셨지만

계란한개가 ㅠㅠ 닭이 쪼았나?ㅋㅋ

가격 싼것도아닌데 내달걀;;

후라이 해보니 신선함

사이즈가 작어요",식품,축산/계란
"깨끗한나라 3겹 데코 허브가든 벚꽃 프리미엄 펄프 롤화장지 27m, 30개입, 2개",4,,"부모님댁에서 써보고 맘에들어서

그후로 쭈욱 정착한 화장지에요

부드러움은 100퍼중에 90퍼정도라고 생각돼요

두께감도 적당하고 괜찮은 제품인것같아요

요번꺼는 4개가 끝마무리가 안되있고 잘라쓴것처럼 풀려있네요

그래서 별하나 뺏어요...

검수잘해주세요",싱글라이프,세제/화장지
"곰곰 체다치즈 슬라이스, 396g, 1개",5,,"치즈구매할때마다 찿는제품입니다

꾸더꾸덕 진한맛 짜지않고

치즈 풍미도 좋아서

어떤 요리던 잘 어울려요

샌드위치,스파게티등등

맛있어요!",식품,곤약/방탄커피 외
"동원 엄선 랍스틱, 140g, 2개",5,,"자주 구매합니다

김밥을 자주해먹어서 김밥말때면

무조건 요제품입니다!

짜지랂고 부드럽고 맛있어요

김밥에 빠질수없는 너~~

남은건 계란입혀서 부치면 반찬으로 얌얌 좋아요",식품,반찬/간편식/대용식
"곰곰 국내산 양파, 1.5kg, 1개",5,,"요즘 양파값이 사악해요 ㅋ

6월에는 심어놓은 햇양파가 나오니까

가격이 점점 내려가겠죠?ㅎㅎ

양파 싱싱해요 단단하고

생양파도 자주먹고 요리할때도 빠질수없는 양파 !",식품,곤약/방탄커피 외
"곰곰 체다치즈 슬라이스, 180g, 1개",5,,"자주 주문해멱는 치즈에요

짜지않고 부드럽고 진한 치즈맛이 좋아요

샌드위치 , 또띠아,피자,스파게티 등등

여러요리에 잘어울려요

맛있어서 계속 먹을꺼에요 ^^",식품,곤약/방탄커피 외
"삼립 로만밀 통밀식빵, 840g, 1개",5,,"리뷰 많은 이유가 있었네요!

견과류도 빵에 박혀있고

부드럽네요 건강한맛입니다

샌드위치 해먹었어요

재구매 각입니다 ^^",식품,반찬/간편식/대용식
"곰곰 국내산 백오이, 5개입, 1개",5,,"오이가 좀 뚱뚱하네요 ㅋ

김밥싸려는데 오이속이 많아서 물생기니까 속을 많이 잘라내고

소금뿌려놨다가 꼭 ~짰어요

생으로먹어보니 아삭하고 맛은좋습니다


김밥재료로 2개사용하고 3개는 피클 만드려고요

남편이 피클 또만들어달라고 떨어질때마다 요구하네요 ㅋ



@ 오이피클 레시피 @

아주 간단하고 쉬워요 시판보다 맛있어요!

끓는물에 물2 식초1 설탕1 비율로 넣으시면돼요

여기에 소금 살짝 입맛에맛게 간 맞춰주세요

레몬즙도 취향것 넣어주시면 더 맛있어요

뜨꺼울때 바로 잘라논 오이에 붓고

식힌다음 냉장고에넣고

드시면 아삭아삭 맛있습니다

취향대로 양파나 당근등등 같이 섞어도 좋습니다


여름에 시원하게 피클만들어 드셔보세요 ~~",헬스/건강식품,곤약/방탄커피 외
"에이지투웨니스 시그니처 에센스 커버 팩트 인텐스 케이스 1개 + 리필 2개, 1세트, 13호",5,,"몇년전부터 쓰고있어요

피부 건조가 심한 저에겐 이만한 제품이 없어요


잡티는 못가려도 촉촉하고 얼굴 당김없어서 좋아요

잡티가리려고 두껍게 바르는것보다 살짝 피부톤만 톤업하는게

더 깨끗해보이더라구요


요제품보다 더 촉촉한걸 못찿았기에

앞으로도 계속 사용할생각입니다",뷰티,메이크업
"큐원 갈색설탕, 3kg, 2개",5,,"엄마가 청 담구신다고 하셔서 보내드렸어요

매실청이라 갈색설탕으로 하셔야된다네요

마트보다 가격도싸고 문앞까지 배송되서

엄청 좋아하세요

매실청 맛나게 익거라~",식품,가루/조미료/오일
"탐사수 무라벨, 500ml, 60개",5,,"아주아주 저렴한가격에 문앞까지 배송 감사합니다

날도덥고 한병씩 들고다니기 좋아요

요로결석 걸린뒤로 물 많이마시려고 노력중입니다

60개지만 금방 마실거같아요 ㅋ

물맛도 좋아요",식품,곤약/방탄커피 외
"조아트 인조잔디 시공용 부자재 바닥재 단면 조인테이프 폭 15cm x 1m, 1개",5,,"끈적이 엄청쎄고 좋아요!

인조잔디 연결하기 딱입니다!

테이프가 너무좋아서 여러모로 쓸수있네요

야외방수테이블보 구멍났는데 요걸로매꾸니 굿입니다!",완구/취미,원예/가드닝
(F소망) 인동초 화분(소) 4개,5,5월10일~6월24일 성장사진!,"포장상태는 좋아요

흙 마르지않고 잘도착하긴했는데

잘린 가지가 너무많네요!

검은줄기도있고... 가지마다 안자른게 몇줄기없네요ㅜㅜ


오자마자 물주고 반그늘에 휴식중이에요

3일정도 뒤에 심고 잘 자라나 봐야겠어요

좀더자라면 후기사진 다시올릴께요!


---6월24일---

새줄기도 나오고 아직은 줄기가 힘이없어서 지지대 해줬어요

햇빛보고 비도맞고 무럭무럭 잘크고있어요",홈인테리어,원예/가드닝
"스프라이트 캔, 355ml, 24개",5,,"떨어지기전이 항상 구매합니다

터진것하나없이 매번 이쁘게 도착해요 ~

남편은 스프라이트 중독자 ㅋ

음식먹을때마다 꼭 한캔씩 먹네요

이걸 마셔야 소화가잘되고 청량감이 좋다나뭐라나;;

좋아하는거 못먹게할수도없고 그냥 주문해줍니당 ㅎㅎ",식품,생수/음료
"대림선 어묵 선종합1000 (냉동), 1000g, 1개",5,,"김밥말고 오뎅국 끓이려고 주문했어요

여러가지 모양오뎅 남편이 좋아해요

마법의스프가 2봉지 들어있네요?

육수내고 스프만넣는데 사먹는것보다 맛있네요 ㅋ

맹물에 스프만넣도 맛있을듯 ㅋ",식품,냉장/냉동/간편요리
"돌 후룻컵 복숭아컵, 198g, 1개",5,,"사이즈 종이컵과 비교

캔 복숭아보다 맛있어요

식감도 살아있고 심하게달지않아서 맛은있어요

가격이좀 사악합니다 ㅋ",싱글라이프,샐러드/시리얼
"곰곰 국내산 깐마늘, 1kg, 1개",5,,"마늘이 깨끗하고 좋긴한데

눌려서그런지 상한게좀 있네요

생마늘도 많이먹는편인데 알싸하게 맵지않아서 먹기좋네요

양이많아서 다져서 얼려야겠어요",식품,채소
"웰퍼니쳐 첸토 슬라이딩 옷장 1200 선반형 거울도어 방문설치, 화이트, W 1200mm x H 2010mm x D 600mm",5,최신형! 첸토 슬라이딩옷장,"`'웰퍼니쳐 첸토 슬라이딩 옷장 선반형 `'

사이즈: 가로1200 높이2010 폭600

프레임두께 : 18mm

재질 : 합성목재

소재: MDF,LPM,PB,PVC,알루미늄 등

제조국 : 한국

색상 : 화이트+내추럴우드



주문후 2틀뒤에 설치기사님이 오셨어요
(방문전 웰퍼니쳐 고객센터 연락오고,설치전날 기사님 연락오심)

어쩌다보니 저희집 드레스헹거4개도 같은 제품인데요

오시는 기사님들모두 친절하시지만 이번 기사님같은 분은 처음이에요!

우선 기사님 꼭 칭찬글 올리고싶어요 ~

질문 할때마다 짜증한번을 안내시고 길게 대답을 해주시는데

너무 감사하더라구요 비오려고 습해서 더운날씨에 땀을 엄청흘리시며

가구에대한 지식을 엄청나게 말씀 해주셨어요

설치하면서 대화하는시간이 길어저서 한시간쫌 넘은것같네요

정말 감사드립니다 기사님^^


옷방에 드레스룸만4개+옷선반1개 요렇게있는데요

이불장이없어서 불편했는데 이번에 좋은 옷장이생겨서 기뻐용!

거울없는문 쪽에 위아래 이불 가득넣어놨어요

헹거봉이 아주 튼튼하게있지만 내게 필요한 이불장으로 ~


오른쪽 거울붙은쪽은 선반형이에요

선반높이도 높고 폭도넓고 깊이도 아주깊어서 옷이 엄청나게 들어가네요

정말 엄청많이 수납가능해요!

이불이랑 옷정리가 지저분해서 사진은 안찍었어요 ^^;;

선반이 커서 옷장선반정리함 주문하고 정리한뒤 사진리뷰 다시올릴께요


옷장에 거울이없었다면 답답해보일수도 있을텐데 거울이있어서

덜 답답하고 거울도커서 옷입고 보기 너무좋아요

자리 차지하며 세워놓는 전신거울은 처분해야겠어요 ㅋ


옷장 슬라이딩 문닫을때 위쪽레일에 빨간색 뎀퍼?(기사님이 뎀퍼라고 하신것같음)

가있는데 뎀퍼가 문을 잡아줘서 천천히 슬라이딩으로 닫게 해줘요


웰퍼니쳐 제품은 드레스룸도 ,표현하자면 쇳덩이?ㅋ처럼 튼튼한데

옷장도 정말 튼튼하고 마감처리도 정교하게 잘 만드는것같아요

전체적으로 날카로운부분 없고 튼튼하고 은은한 컬러감도 좋고 디자인 맘에들어요


아참! 새제품이라 약간의 목재 냄새가 나요,저는 옷장 닦고 문열어놓고 하루 환기한뒤

옷정리하고 옷장속에 향기나라고 건조기용 섬유피죤 망에담아서 넣놨어요

향기도나고 괜찮네요

저는 아주 만족합니다.



☆--- 아쉬운점 ---☆


거울쪽 슬라이딩문 끝까지 닫아도 약간의 틈이 있어요

제껏만 그런건지 원래 이렇게 만들어진건진 모르겠어요

좋게생각해보면 약간의 틈으로 통풍도 잘되고 좋을듯 ㅎㅎ

기사님 계실때 확인을 못해서 못물어봤네요


근데또 사진보시면 아시겠지만 문닫아놓면 눈에잘 안띄고

사용하는데 불편함이 저는 없네요


● 예민하신분들은 확인 해보셔야 할것같아요 ●



개인적인 의견인 긴글 읽어주셔서 감사합니다

구매하시는데 조금이나마 도움이되셨다면 `도움이돼요`꾹 한번 눌러주세용

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.",홈인테리어,가구
"스파클 생수 무라벨, 2L, 36개",5,,"가격 착하고 물맛좋습니다

무거운생수를 문앞까지 배달해주셔서 너무 감사합니다",식품,곤약/방탄커피 외
"화분월드 세척마사토 소립 7.5kg, 1개",4,,"매일 하루에도 몇번씩 식물들을 보고 또보고

아기키우듯 키우는 식집사 입니다.


세척마사토라 깨끗하게 보이겠지만

저는 항상 몇번더 세척하고 사용합니다

이유는 그래도 흙물,돌가루,이물질이 나옵니다.


좋은흙에 지저분한 마사토를 섞어 쓴다면

각종세균들이 생길테고 식물이 아퍼할꺼에요

아끼는 내 식물을 위해서 세척꼭하고 써야합니다",완구/취미,원예/가드닝
"비앤티 몰탈시멘트 4kg 가정용시멘트 모래없이사용, 1개",5,,"물만부워서 섞으면 OK~

테라스에 시멘트가 갈라지고 깨저서

제품찿다보니 요렇게 편한게있네요

가격도싼데 무료배송까지 ㄱ ㄱ ㅑ ~

작업할려니까 비가 찔끔찔끔와서 아직 못하고있네요

이쁘게 발라보고 후기사진 올릴께요 ^^",결혼준비,인테리어/소품
