상품명,별점,리뷰 제목,리뷰 내용,카테고리1,카테고리2
"KOOK AN 심플한 여권케이스 2p, 브라운+핑크",3,심플해요 !,"말 그대로 심플한 여권 케이스 입니다 ㅎㅎ

튼튼한 소재는 아니고 엄청 말랑말랑해요

여권 깔끔히 갖고 다니고 싶어서 구매했는데

막상 사용할때는 어차피 케이스에서 빼서 보여줘야하고 불편해서

그냥 집에 빼두고 여권만 챙겨서 여행왔어요 ㅎㅎㅎ

보관용으로 사용할 듯 합니다 ㅜㅜ...",여성패션,가방/잡화
"소니오 언더더씨 매트 비치타월 TYPE30 70 x 150 cm, 1개",5,,"⭐️내돈내산, 솔직한리뷰입니다♡


❇️ 상품명 : 소니오 언더더씨 매트 비치타월



정말 오랜만에 바다 놀러가는데 비치타월이 없어서

급하게 구매했어요 !


테이블보 / 돗자리 / 담요 / 타올 등

다양한 용도로 활용이 가능해요 ^_^


받자마자 세탁돌리고 건조기까지 돌렸는데 멀쩡합니당 !


부드러운 폴리 소재로 촉감도 좋아요 , 조금 얇은 수건느낌 !

너무 얇지도 두껍지도 않아서 놀러가서 쓰기에 딱 좋을 듯 합니다

근데 퀄리티에 비해 금액은 좀 비싸게 느껴져요 ^_^",생활용품,욕실용품
"TAOMI 커플 아쿠아슈즈, 270, 블랙",5,,,남성패션,신발
"TAOMI 커플 아쿠아슈즈, 240, 블랙",5,,"⭐️내돈내산, 솔직한 리뷰입니다♡
구매예정이시거나 고민중이신 분들에게 도움이 되길 바라며 작성해볼게요!


❇️ 상품명 : TAOMI 커플 아쿠아슈즈 블랙

- 구매일자 : 2023년 11월 27일
- 배송일자 : 2023년 11월 28일


칸쿤 여행 예정이라서 물놀이 할 때 편하게 신으려고

아쿠아슈즈 하나 있으면 좋겠다 싶어서,

인터넷에 이것저것 찾아봤는데 너무 비싸고 아까운거에요

혹시나해서 쿠팡에 검색했더니 금액도 쇼핑몰보다 저렴하고,

무난한 디자인이라 주문했어요 ~




저는 평소 운동화 브랜드마다 달라서 230이나 235신고

슬리퍼 샌들 구두 경우 240 신어서

240주문했어요! 사이즈 딱 괜찮아요 불편하지도 않고 ^_^


신랑은 280 시켰는데 많이 커서 270으로 사이즈 변경했어요~!



색깔 있는 것도 보기엔 이쁜데 신으면 그저 그럴 것 같아서

블랙 주문했는데 맘에 들어요 ^_^

발가락 튀어나오는건 슈즈 특성상 어쩔수 없지만 넘 웃기..ㅁㅋㅋ쿠ㅜ



제꺼는 실밥처리가 좀 지저분한데 요정도야 모..ㅋㅋ 정리하면 그만이구요



신축성 정말 좋고 배수홀이 있어서 물빠짐도 좋고 건조도 빠르다하니

아쿠아슈즈로 딱이쥬~!


집에서 신어보니 신축성 정말 좋구요

발에 감기는 스트레치 원단으로 압박감없이 발 불편함 전혀 없었어요



물놀이할때 발 미끄러우면 위험한데 논슬립 처리패드로

360도 미끄럼방지라고 하니 믿고 편하게 놀수있겠어요! ㅎㅎ


무게도 엄청 가벼워서 좋아요 -!!



잘 신고 재밌게 놀고오겠어요 ^_^

혹시 상품에 문제가 있다면 놀고 와서 추가 리뷰 작성하겠습니다



⭐️제 리뷰가 도움이 되셨다면 “도움이돼요” 부탁드려요 ><",남성패션,신발
"청정원 닭볶음탕양념, 480g, 1개",5,맛있어요오 >< 역시 청정원!,"⭐️내돈내산,솔직한리뷰입니다♡
구매예정이시거나 고민중이신 분들에게 도움이 되길 바라며 작성해볼게요!



❇️ 상품명 : 청정원 닭볶음탕 양념 480g

- 주문일자 : 2023년 11월 26일
- 배송일자 : 2023년 11월 26일


로켓와우 상품이었는데 오후에 주문해서 당일 밤 12시 직전 도착했어요 ^^!



-구매이유 : 닭볶음탕이 할때마다 매번 맛이 달라서 ㅋㅋㅋ
그냥 안전하게 맛있게 먹고싶어서 주문했어요~!


일단 청정원제품이라 고민없이 믿고 주문했습니다.

끓는물에 닭 5분 데쳐서 찬물에 헹궈주고

재우는 시간 없이 양념 바로 때려붓고

감자 양파 대파 넣고 끓였어요~! 저는 국물 자작한게 좋아서

국물 많이^^

닭을 먼저 데치고 끓이면 잡내 안나서 좋아요!


고춧가루나 청양고추 넣었으면 얼큰하게 먹을 수 있을 것 같아요

저는 부재료만 넣고 부가적인 양념은 일체 안했더니

조금 달달? 하다해야하나 살짝 아쉬운맛 ㅋㅋㅋㅋ

다음에 먹을땐 좀 추가해서 먹으려구요 ^^

국물을 너무 많이 넣어서 그랬을수도 있을거같긴해욬ㅋ쿠ㅜㅜ



다 쓴 용기는 청정에코탭이 있어서

비닐 쉽게 뜯어서 분리수거하기 좋아요~!



⭐️제 리뷰가 도움이 되셨다면 “도움이돼요” 부탁드려요 ^3^",식품,장/소스/드레싱/식초
"오설록 티 다쿠아즈 세트 180g (냉동), 1개",5,다쿠아즈는 오설록이쥬 ♥‿♥,"⭐️내돈내산, 솔직한 리뷰입니다♡
구매예정이시거나 고민중이신 분들에게 도움이 되길 바라며 작성해볼게요!


❇️ 상품명 : 오설록 티 다쿠아즈 세트 180g (냉동) , 1개


- 구매일자 : 2023년 11월 24일
- 배송일자 : 2023년 11월 25일


한참 뚱카롱 유행일때 많이 먹었었눈데 마카롱이 급 땡겨서
배민으로 보는데 먹을만한 마카롱이 없는거에요ㅠㅠ
그래서 쿠팡들어와서 마카롱을 검색했는데
잊고있던 다쿠아즈가 딱 뜨길래 바로 주문했어요 !

예전에 오설록 매장에서 다쿠아즈 사서 진짜 너무너무 맛있게 먹었었거든요 ><


그린티 다쿠아즈 2개 ,
호지초콜릿 다쿠아즈 2개 ,
얼그레이 다쿠아즈 2개 구성입니다 !


사실 수량 안보고 그냥 주문했는데

온거보고 헉ㅋㅋ 하긴 했어요. 개당 가격 생각하면 비싸긴 한데

생각해보면 마카롱도 요즘 그정도 가격 비슷하기도 하고요-



다쿠아즈는 폭신폭신하고 식감이 부드럽고

필링?이 쫀득해서 더 맛나요 ㅎㅎ

유통기한은 24년 3월 3일까지네요

그전에 충분히 다 먹지요 ^______^

낱개 포장이라서 냉동실에 넣어두고 먹을때마다 편하게

먹을만큼 꺼내먹기도 좋아요 -

별다른 해동 없이 꺼내서 조금만 지나면 쫀득해지니

따뜻한 차나 커피랑 같이 먹으면 찰떡궁합!!! ><


다른 리뷰처럼 쇼핑백이 있다면 선물용으로도 좋았겠지만

요즘 쇼핑백은 다이소가도 깔끔하고 이쁜거 많으니까요 ^_^

집에 손님 왔을 때 커피랑 같이 대접하기도 너무 좋을 듯 해요 !!



⭐️ 제 리뷰가 도움이 되셨다면
“도움이돼요” 눌러주세요 , 감사합니다 ♡",식품,반찬/간편식/대용식
"양심선언 프리미엄 양갈비 (냉동), 306g, 1개",4,,"❇️ 상품명 : 양심선언 프리미엄 양갈비 + 쯔란시즈닝


실온에 해동해놔서 그런가 구울려고 꺼냈을때

냄새가 좀 역하게 느껴졌어요ㅠㅠ

제가 양갈비 냄새를 잘 못맡는건지..ㅋㅋㅋ

분명 양꼬치는 맛있게 잘먹었는데? ㅜㅜ


해동방법에 냉장실이나 흐르는물에 해동하라고 써있는데

무시한 죄^^..ㅋㅋㅋㅋㅋ

팬에 기름 넉넉히 두른 후 앞뒤 2분 구우라고 적혀있는데

저는 원래 빨간고기는 싫어해서 2분보다 더 굽고 겉에 좀 익었다 싶었을 때

조각내서 더 구웠어요~!

사진보니 다른 분들은 큰걸로 두개던데

저는 작은거 섞여서 3개가 왔나봐요 ㅎㅎㅎ!!


같이 동봉되어 있는 쯔란시즈닝에 찍어먹으니 양꼬치랑 같아요

그리고 오래 구운 편인데도 질기지도 않구요 ! ㅎㅎㅎㅎ


유통기한도 냉동제품이라 긴 편이고

냉동인데도 꽤 신선했어요 ^^

로켓프레쉬 진짜 역대급 빠르게 왔어요

주문하고 거의 6시간만에 도착했습니다 ~! 짱b


양갈비 신선도도 괜찮고 해동방법이나 조리방법도

어렵거나 번거로운게 없어서 한번쯤 주문해서

간단히 술안주 하기도 좋을 것 같아요 ^ ^


근데 저는 냄새에 좀 예민한 편이라

요고는 양 냄새가 좀 역하게 느껴져서 쯔란 엄청 찍어먹었어요

신랑은 괜찮다고 했구요 ㅎㅎㅎ 사바사일것 같네용 ! ㅎㅎ

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.",식품,곤약/방탄커피 외
"요기쏘 고양이 접이식 극세사 마약 방석 숨숨집, 혼합색상, M (가로 500 x 세로 500 x 높이 360 mm)",5,"냥이가 좋아해요♡ 방석,숨숨집 활용가능해서 가성비 굿!","⭐️내돈내산, 솔직한 리뷰 입니다♡
구매예정이시거나 고민중이신 분들에게 도움이 되시길 바라며 작성해볼게요!


❇️ 상품명 : 요기쏘 고양이 접이식 극세사 마약 방석 숨숨집 , M


일단 요고는 진짜 재구매 상품입니다 !!

파란색 부분을 울 냥이가 스크래쳐로 자꾸 긁기도하고

지저분해져서 이사오면서 버렸는데

버리고나서 다른 것도 써보고 했는데 이거만큼 잘 써주는게 없어서

재구매했어요 -!! 날씨도 슬슬 추워지고,

이거는 숨숨집으로도 가능하니 겨울에 특히 더 잘써줬거든요 ㅎㅎ



저는 평소에는 접어서 방석으로 사용하게 두고

추워졌을때는 숨숨집으로 사용하게 해줬어요 ㅎㅎ


방석 커버는 분리세탁 가능해서 받자마자 세탁해주고

쇼파에 누워있을때 올려줬더니 바로 꾹꾹이까지 해줬답니다 ><


적응기간 필요없이 이 상품은 처음 구매했을 때부터

잘 사용해줬던 것 같은데, 이번에도 변함없이 잘 써줘서 고맙네용



이 가격에 두가지 타입으로 활용할 수 있어서

가성비 너무 좋은 것 같아요 !!! ^______^


숨숨집으로 해줬을때 안에서 편안하게 자는 냥이보면

진짜 행복해요ㅎㅎㅎ

이번에도 숨숨집 해주자마자 바로 들어가서 꾹꾹이 하네용 ^_^

방석도 푹신하고 꾹꾹이 하기 좋은가봐요 ! ><



⭐️제 리뷰가 도움이 되셨길 바라며
도움이 되셨다면 “도움이돼요” 눌러주시면 감사하겠습니다♡",반려동물용품,고양이 용품
"동아오츠카 나랑드사이다 제로, 500ml, 20개",5,집에 쟁여둬야하는 필수 탄산 나랑드 ! ♡,"⭐️내돈내산 , 솔직한 리뷰입니다♡

구매예정이시거나 고민중이신 분들에게 도움이 되시길 바라며 작성해볼게요 !



❇️ 상품명 : 동아오츠카 나랑드 사이다 제로, 500ml, 20개


나랑드사이다는 찐 재구매 필수 음료입니다 !

진짜 몇년째 탄산은 나랑드만 먹는지 모르겠어요

한 번 먹으면 다른 탄산은 생각 안나는 깔끔함!!!!

다른 탄산은 단맛때문에 먹고나면 입에 남아있는 느낌이잖아요?!

근데 나랑드는 인위적이지 않은 단맛도 없고

제로칼로리에 제로슈가라고 해서 단맛이 없는 것도 아니고

사이다 맛도 헤치지않아서 아주 좋아요 !


제로탄산 많이 먹어봤는데 나랑드만큼 맛있고 깔끔한 탄산 없어요!

진짜 여태 안드셔보셨다면 꼭 드셔보시길 강추합니다 ㅎㅎ

저도 지인들 오거나 밖에서 탄산 마시게 되면 나랑드 사먹는데

지인들도 하나같이 다 맛있다고 해요!

그리고 후에 보면 다들 탄산마실땐 나랑드 꾸준히 먹더라고요 ^^



팬트리에 쟁여두고 냉장고에 항상 두개씩은 넣어둘 정도로

진짜 찐 필수템입니드♡ ^___^


장점밖에 없는 탄산이에요 !! ㅎㅎ


⭐️제 리뷰가 도움이 되셨길 바라며 도움이 되셨다면
“도움이돼요” 한번씩 눌러주시면 너무 감사합니다 ♡",헬스/건강식품,곤약/방탄커피 외
"키펙스 파스텔컬러 라이스박스, 연핑크, 1개, 지름 23cm x 높이 23cm",5,진짜 너무 귀여워요 보면 무조건 사야할 제품 !,"⭐️내돈내산 , 솔직한 리뷰입니다 ♡
구매 예정이시거나 고민중이신 분들에게 도움이 되길 바라며 작성해볼게요!


❇️상품명 : 키펙스 파스텔컬러 라이스박스 , 연핑크


❇️구매이유

여태 냥이 사료를 지퍼로 되있어서 그냥 매번 닫았거든요

꼼꼼히 닫는다해도 가끔 열려있을때도 있고

위생적으로도 눅눅해지는 것도 방지할 겸

사료통을 사야겠다 싶었어요 ^_^


근데 사료통말고 쌀통으로 검색했는데

디자인 보자마자 어? 너무 이쁜데 혹시 사료통으로 쓰시는 분 계실까 했는데

리뷰 보다보니 사료통으로 쓰시는 분들이 몇분 보이더라구요 반갑게도! ㅎㅎㅎㅎ

그래서 저도 바로 고민없이 주문했어요~!


처음 받고서 뚜껑이랑 본체랑 안맞는 불량제품이 왔는데

교환도 귀찮구ㅋㅋ너무 이뻐서 그냥 우겨넣어서 쓸까 잠시 고민 했는데

그렇게되면 뚜껑이 열려있는거나 마찬가지라 사는 의미가 없을 것 같아서 교환했어요 ~!

혹시 구매하시는 분들은 박스랑 다 버리기전에 꼭 결함없는지 확인하시는걸 추천해요 ^^


받자마자 뚜껑 결함 없는지 확인했구

이거다!싶을정도로 다행히 잘 닫혔습니다 ㅎㅎ

사료는 얼마 안남은 상태에서 부어서 여유가 많이 남아요!


진짜 너무너무 귀여워요 색상부터 라이스 글씨 배색이 초록색인것도

그래서 냥이 밥그릇도 초록색으로 바꿔줬어요 ㅎㅎㅎ ><


인테리어적으로도 너무 이쁩니다 ♡

라이스 안써있다면 잡동사니 통으로도 너무 이쁠것같아요~!ㅎㅎ

진짜 넘 맘에들어요 ^_^ 왕추천!!!!!

주변에 반려동물 키우는 친구들에게 사라고 홍보중이에요 ㅋㅋㅋㅋ



⭐️제 리뷰가 도움이 되셨다면
“도움이돼요” 눌러주시면 감사하겠습니다 ^^",문구/오피스,데코/포장용품
